"","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
"90",0.333333333333333,0.208333333333333,0.508474576271186,0.5,"versicolor"
"91",0.333333333333333,0.25,0.576271186440678,0.458333333333333,"versicolor"
"92",0.5,0.416666666666667,0.610169491525424,0.541666666666667,"versicolor"
"93",0.416666666666667,0.25,0.508474576271186,0.458333333333333,"versicolor"
"94",0.194444444444444,0.125,0.389830508474576,0.375,"versicolor"
"95",0.361111111111111,0.291666666666667,0.542372881355932,0.5,"versicolor"
"96",0.388888888888889,0.416666666666667,0.542372881355932,0.458333333333333,"versicolor"
"97",0.388888888888889,0.375,0.542372881355932,0.5,"versicolor"
"98",0.527777777777778,0.375,0.559322033898305,0.5,"versicolor"
"99",0.222222222222222,0.208333333333333,0.338983050847458,0.416666666666667,"versicolor"
"100",0.388888888888889,0.333333333333333,0.525423728813559,0.5,"versicolor"
"101",0.555555555555555,0.541666666666667,0.847457627118644,1,"virginica"
"102",0.416666666666667,0.291666666666667,0.694915254237288,0.75,"virginica"
"103",0.777777777777778,0.416666666666667,0.830508474576271,0.833333333333333,"virginica"
"104",0.555555555555555,0.375,0.779661016949152,0.708333333333333,"virginica"
"105",0.611111111111111,0.416666666666667,0.813559322033898,0.875,"virginica"
"106",0.916666666666667,0.416666666666667,0.949152542372881,0.833333333333333,"virginica"
"107",0.166666666666667,0.208333333333333,0.593220338983051,0.666666666666667,"virginica"
"108",0.833333333333333,0.375,0.898305084745763,0.708333333333333,"virginica"
"109",0.666666666666667,0.208333333333333,0.813559322033898,0.708333333333333,"virginica"
"110",0.805555555555556,0.666666666666667,0.864406779661017,1,"virginica"
"111",0.611111111111111,0.5,0.694915254237288,0.791666666666667,"virginica"
"112",0.583333333333333,0.291666666666667,0.728813559322034,0.75,"virginica"
"113",0.694444444444444,0.416666666666667,0.76271186440678,0.833333333333333,"virginica"
"114",0.388888888888889,0.208333333333333,0.677966101694915,0.791666666666667,"virginica"
"115",0.416666666666667,0.333333333333333,0.694915254237288,0.958333333333333,"virginica"
"116",0.583333333333333,0.5,0.728813559322034,0.916666666666667,"virginica"
"117",0.611111111111111,0.416666666666667,0.76271186440678,0.708333333333333,"virginica"
"118",0.944444444444444,0.75,0.966101694915254,0.875,"virginica"
"119",0.944444444444444,0.25,1,0.916666666666667,"virginica"
"120",0.472222222222222,0.0833333333333334,0.677966101694915,0.583333333333333,"virginica"
"121",0.722222222222222,0.5,0.796610169491525,0.916666666666667,"virginica"
"122",0.361111111111111,0.333333333333333,0.661016949152542,0.791666666666667,"virginica"
"123",0.944444444444444,0.333333333333333,0.966101694915254,0.791666666666667,"virginica"
"124",0.555555555555555,0.291666666666667,0.661016949152542,0.708333333333333,"virginica"
"125",0.666666666666667,0.541666666666667,0.796610169491525,0.833333333333333,"virginica"
"126",0.805555555555556,0.5,0.847457627118644,0.708333333333333,"virginica"
"127",0.527777777777778,0.333333333333333,0.644067796610169,0.708333333333333,"virginica"
"128",0.5,0.416666666666667,0.661016949152542,0.708333333333333,"virginica"
"129",0.583333333333333,0.333333333333333,0.779661016949152,0.833333333333333,"virginica"
"130",0.805555555555556,0.416666666666667,0.813559322033898,0.625,"virginica"
"131",0.861111111111111,0.333333333333333,0.864406779661017,0.75,"virginica"
"132",1,0.75,0.915254237288136,0.791666666666667,"virginica"
"133",0.583333333333333,0.333333333333333,0.779661016949152,0.875,"virginica"
"134",0.555555555555555,0.333333333333333,0.694915254237288,0.583333333333333,"virginica"
"135",0.5,0.25,0.779661016949152,0.541666666666667,"virginica"
"136",0.944444444444444,0.416666666666667,0.864406779661017,0.916666666666667,"virginica"
"137",0.555555555555555,0.583333333333333,0.779661016949152,0.958333333333333,"virginica"
"138",0.583333333333333,0.458333333333333,0.76271186440678,0.708333333333333,"virginica"
"139",0.472222222222222,0.416666666666667,0.644067796610169,0.708333333333333,"virginica"
"140",0.722222222222222,0.458333333333333,0.745762711864407,0.833333333333333,"virginica"
"141",0.666666666666667,0.458333333333333,0.779661016949152,0.958333333333333,"virginica"
"142",0.722222222222222,0.458333333333333,0.694915254237288,0.916666666666667,"virginica"
"143",0.416666666666667,0.291666666666667,0.694915254237288,0.75,"virginica"
"144",0.694444444444444,0.5,0.830508474576271,0.916666666666667,"virginica"
"145",0.666666666666667,0.541666666666667,0.796610169491525,1,"virginica"
"146",0.666666666666667,0.416666666666667,0.711864406779661,0.916666666666667,"virginica"
"147",0.555555555555555,0.208333333333333,0.677966101694915,0.75,"virginica"
"148",0.611111111111111,0.416666666666667,0.711864406779661,0.791666666666667,"virginica"
"149",0.527777777777778,0.583333333333333,0.745762711864407,0.916666666666667,"virginica"
"150",0.444444444444445,0.416666666666667,0.694915254237288,0.708333333333333,"virginica"
